OMRÅDE;CIVILSTAND;TID;ALDER;INDHOLD
101;G;2012K1;50;2637
101;G;2012K1;51;2640
101;G;2012K1;52;2466
101;G;2012K1;53;2447
101;G;2012K1;54;2448
101;G;2012K1;55;2468
101;G;2012K1;56;2399
101;G;2012K1;57;2348
101;G;2012K1;58;2379
101;G;2012K1;59;2267
101;G;2012K1;60;2259
101;G;2012K1;61;2279
101;G;2012K1;62;2164
101;G;2012K1;63;2274
101;G;2012K1;64;2382
101;G;2012K1;65;2279
101;G;2012K1;66;2113
101;G;2012K1;67;1919
101;G;2012K1;68;1787
101;G;2012K1;69;1591
101;G;2012K1;70;1297
101;G;2012K1;71;1217
101;G;2012K1;72;1157
101;G;2012K1;73;975
101;G;2012K1;74;786
101;G;2012K1;75;775
101;G;2012K1;76;760
101;G;2012K1;77;623
101;G;2012K1;78;569
101;G;2012K1;79;497
101;G;2012K1;80;463
101;G;2012K1;81;422
101;G;2012K1;82;373
101;G;2012K1;83;348
101;G;2012K1;84;295
101;G;2012K1;85;225
101;G;2012K1;86;210
101;G;2012K1;87;214
101;G;2012K1;88;145
101;G;2012K1;89;140
101;G;2012K1;90;95
101;G;2012K1;91;68
101;G;2012K1;92;51
101;G;2012K1;93;37
101;G;2012K1;94;24
101;G;2012K1;95;13
101;G;2012K1;96;8
101;G;2012K1;97;7
101;G;2012K1;98;4
101;G;2012K1;99;5
101;G;2012K1;100;2
101;G;2012K1;101;0
101;G;2012K1;102;0
101;G;2012K1;103;0
101;G;2012K1;104;0
101;G;2012K1;105;0
101;G;2012K1;106;0
101;G;2012K1;107;0
101;G;2012K1;108;0
101;G;2012K1;109;0
101;G;2012K1;110;0
101;G;2012K1;111;0
101;G;2012K1;112;0
101;G;2012K1;113;0
101;G;2012K1;114;0
101;G;2012K1;115;0
101;G;2012K1;116;0
101;G;2012K1;117;0
101;G;2012K1;118;0
101;G;2012K1;119;0
101;G;2012K1;120;0
101;G;2012K1;121;0
101;G;2012K1;122;0
101;G;2012K1;123;0
101;G;2012K1;124;0
101;G;2012K1;125;0
101;G;2012K2;IALT;136238
101;G;2012K2;0;0
101;G;2012K2;1;0
101;G;2012K2;2;0
101;G;2012K2;3;0
101;G;2012K2;4;0
101;G;2012K2;5;0
101;G;2012K2;6;0
101;G;2012K2;7;0
101;G;2012K2;8;0
101;G;2012K2;9;0
101;G;2012K2;10;0
101;G;2012K2;11;0
101;G;2012K2;12;0
101;G;2012K2;13;0
101;G;2012K2;14;0
101;G;2012K2;15;1
101;G;2012K2;16;0
101;G;2012K2;17;0
101;G;2012K2;18;6
101;G;2012K2;19;28
101;G;2012K2;20;77
101;G;2012K2;21;119
101;G;2012K2;22;226
101;G;2012K2;23;407
101;G;2012K2;24;611
101;G;2012K2;25;810
101;G;2012K2;26;1181
101;G;2012K2;27;1519
101;G;2012K2;28;1973
101;G;2012K2;29;2360
101;G;2012K2;30;2940
101;G;2012K2;31;3342
101;G;2012K2;32;3650
101;G;2012K2;33;3870
101;G;2012K2;34;3961
101;G;2012K2;35;4028
101;G;2012K2;36;4114
101;G;2012K2;37;4123
101;G;2012K2;38;3923
101;G;2012K2;39;3848
101;G;2012K2;40;3659
101;G;2012K2;41;3385
101;G;2012K2;42;3203
101;G;2012K2;43;3163
101;G;2012K2;44;3190
101;G;2012K2;45;3210
101;G;2012K2;46;3181
101;G;2012K2;47;3037
101;G;2012K2;48;2964
101;G;2012K2;49;2657
101;G;2012K2;50;2661
101;G;2012K2;51;2647
101;G;2012K2;52;2443
101;G;2012K2;53;2508
101;G;2012K2;54;2445
101;G;2012K2;55;2393
101;G;2012K2;56;2413
101;G;2012K2;57;2333
101;G;2012K2;58;2393
101;G;2012K2;59;2282
101;G;2012K2;60;2216
101;G;2012K2;61;2264
101;G;2012K2;62;2222
101;G;2012K2;63;2170
101;G;2012K2;64;2356
101;G;2012K2;65;2294
101;G;2012K2;66;2114
101;G;2012K2;67;1964
101;G;2012K2;68;1856
101;G;2012K2;69;1649
101;G;2012K2;70;1325
101;G;2012K2;71;1211
101;G;2012K2;72;1176
101;G;2012K2;73;989
101;G;2012K2;74;811
101;G;2012K2;75;782
101;G;2012K2;76;753
101;G;2012K2;77;627
101;G;2012K2;78;575
101;G;2012K2;79;497
101;G;2012K2;80;455
101;G;2012K2;81;412
101;G;2012K2;82;379
101;G;2012K2;83;336
101;G;2012K2;84;306
101;G;2012K2;85;216
101;G;2012K2;86;218
101;G;2012K2;87;209
101;G;2012K2;88;138
101;G;2012K2;89;115
101;G;2012K2;90;104
101;G;2012K2;91;68
101;G;2012K2;92;49
101;G;2012K2;93;38
101;G;2012K2;94;26
101;G;2012K2;95;9
101;G;2012K2;96;8
101;G;2012K2;97;7
101;G;2012K2;98;3
101;G;2012K2;99;5
101;G;2012K2;100;2
101;G;2012K2;101;0
101;G;2012K2;102;0
101;G;2012K2;103;0
101;G;2012K2;104;0
101;G;2012K2;105;0
101;G;2012K2;106;0
101;G;2012K2;107;0
101;G;2012K2;108;0
101;G;2012K2;109;0
101;G;2012K2;110;0
101;G;2012K2;111;0
101;G;2012K2;112;0
101;G;2012K2;113;0
101;G;2012K2;114;0
101;G;2012K2;115;0
101;G;2012K2;116;0
101;G;2012K2;117;0
101;G;2012K2;118;0
101;G;2012K2;119;0
101;G;2012K2;120;0
101;G;2012K2;121;0
101;G;2012K2;122;0
101;G;2012K2;123;0
101;G;2012K2;124;0
101;G;2012K2;125;0
101;G;2012K3;IALT;136858
101;G;2012K3;0;0
101;G;2012K3;1;0
101;G;2012K3;2;0
101;G;2012K3;3;0
101;G;2012K3;4;0
101;G;2012K3;5;0
101;G;2012K3;6;0
101;G;2012K3;7;0
101;G;2012K3;8;0
101;G;2012K3;9;0
101;G;2012K3;10;0
101;G;2012K3;11;0
101;G;2012K3;12;0
101;G;2012K3;13;0
101;G;2012K3;14;0
101;G;2012K3;15;1
101;G;2012K3;16;0
101;G;2012K3;17;1
101;G;2012K3;18;4
101;G;2012K3;19;29
101;G;2012K3;20;66
101;G;2012K3;21;132
101;G;2012K3;22;221
101;G;2012K3;23;397
101;G;2012K3;24;575
101;G;2012K3;25;846
101;G;2012K3;26;1175
101;G;2012K3;27;1539
101;G;2012K3;28;2023
101;G;2012K3;29;2381
101;G;2012K3;30;2933
101;G;2012K3;31;3262
101;G;2012K3;32;3640
101;G;2012K3;33;3885
101;G;2012K3;34;4031
101;G;2012K3;35;3950
101;G;2012K3;36;4152
101;G;2012K3;37;4149
101;G;2012K3;38;3964
101;G;2012K3;39;3821
101;G;2012K3;40;3744
101;G;2012K3;41;3433
101;G;2012K3;42;3308
101;G;2012K3;43;3107
101;G;2012K3;44;3226
101;G;2012K3;45;3142
101;G;2012K3;46;3250
101;G;2012K3;47;3077
101;G;2012K3;48;2984
101;G;2012K3;49;2749
101;G;2012K3;50;2677
101;G;2012K3;51;2615
101;G;2012K3;52;2477
101;G;2012K3;53;2547
101;G;2012K3;54;2448
101;G;2012K3;55;2427
101;G;2012K3;56;2364
101;G;2012K3;57;2358
101;G;2012K3;58;2317
101;G;2012K3;59;2335
101;G;2012K3;60;2199
101;G;2012K3;61;2248
101;G;2012K3;62;2231
101;G;2012K3;63;2175
101;G;2012K3;64;2274
101;G;2012K3;65;2311
101;G;2012K3;66;2143
101;G;2012K3;67;2009
101;G;2012K3;68;1842
101;G;2012K3;69;1689
101;G;2012K3;70;1415
101;G;2012K3;71;1209
101;G;2012K3;72;1155
101;G;2012K3;73;1029
101;G;2012K3;74;856
101;G;2012K3;75;766
101;G;2012K3;76;760
101;G;2012K3;77;645
101;G;2012K3;78;562
101;G;2012K3;79;524
101;G;2012K3;80;417
101;G;2012K3;81;420
101;G;2012K3;82;369
101;G;2012K3;83;329
101;G;2012K3;84;285
101;G;2012K3;85;240
101;G;2012K3;86;219
101;G;2012K3;87;189
101;G;2012K3;88;151
101;G;2012K3;89;118
101;G;2012K3;90;109
101;G;2012K3;91;65
101;G;2012K3;92;49
101;G;2012K3;93;35
101;G;2012K3;94;23
101;G;2012K3;95;15
101;G;2012K3;96;7
101;G;2012K3;97;3
101;G;2012K3;98;5
101;G;2012K3;99;4
101;G;2012K3;100;2
101;G;2012K3;101;0
101;G;2012K3;102;0
101;G;2012K3;103;0
101;G;2012K3;104;0
101;G;2012K3;105;0
101;G;2012K3;106;0
101;G;2012K3;107;0
101;G;2012K3;108;0
101;G;2012K3;109;0
101;G;2012K3;110;0
101;G;2012K3;111;0
101;G;2012K3;112;0
101;G;2012K3;113;0
101;G;2012K3;114;0
101;G;2012K3;115;0
101;G;2012K3;116;0
101;G;2012K3;117;0
101;G;2012K3;118;0
101;G;2012K3;119;0
101;G;2012K3;120;0
101;G;2012K3;121;0
101;G;2012K3;122;0
101;G;2012K3;123;0
101;G;2012K3;124;0
101;G;2012K3;125;0
101;G;2012K4;IALT;137880
101;G;2012K4;0;0
101;G;2012K4;1;0
101;G;2012K4;2;0
101;G;2012K4;3;0
101;G;2012K4;4;0
101;G;2012K4;5;0
101;G;2012K4;6;0
101;G;2012K4;7;0
101;G;2012K4;8;0
101;G;2012K4;9;0
101;G;2012K4;10;0
101;G;2012K4;11;0
101;G;2012K4;12;0
101;G;2012K4;13;0
101;G;2012K4;14;0
101;G;2012K4;15;1
101;G;2012K4;16;0
101;G;2012K4;17;2
101;G;2012K4;18;7
101;G;2012K4;19;26
101;G;2012K4;20;59
101;G;2012K4;21;149
101;G;2012K4;22;193
101;G;2012K4;23;370
101;G;2012K4;24;614
101;G;2012K4;25;890
101;G;2012K4;26;1166
101;G;2012K4;27;1613
101;G;2012K4;28;2044
101;G;2012K4;29;2514
101;G;2012K4;30;2932
101;G;2012K4;31;3270
101;G;2012K4;32;3741
101;G;2012K4;33;3830
101;G;2012K4;34;4110
101;G;2012K4;35;3980
101;G;2012K4;36;4159
101;G;2012K4;37;4144
101;G;2012K4;38;4077
101;G;2012K4;39;3831
101;G;2012K4;40;3833
101;G;2012K4;41;3461
101;G;2012K4;42;3345
101;G;2012K4;43;3136
101;G;2012K4;44;3167
101;G;2012K4;45;3160
101;G;2012K4;46;3220
101;G;2012K4;47;3123
101;G;2012K4;48;3028
101;G;2012K4;49;2796
101;G;2012K4;50;2657
101;G;2012K4;51;2678
101;G;2012K4;52;2541
101;G;2012K4;53;2547
101;G;2012K4;54;2423
101;G;2012K4;55;2371
101;G;2012K4;56;2407
101;G;2012K4;57;2376
101;G;2012K4;58;2344
101;G;2012K4;59;2354
101;G;2012K4;60;2187
101;G;2012K4;61;2196
101;G;2012K4;62;2263
101;G;2012K4;63;2110
101;G;2012K4;64;2261
101;G;2012K4;65;2311
101;G;2012K4;66;2151
101;G;2012K4;67;2041
101;G;2012K4;68;1857
101;G;2012K4;69;1710
101;G;2012K4;70;1461
101;G;2012K4;71;1213
101;G;2012K4;72;1167
101;G;2012K4;73;1054
101;G;2012K4;74;905
101;G;2012K4;75;736
101;G;2012K4;76;737
101;G;2012K4;77;694
101;G;2012K4;78;584
101;G;2012K4;79;503
101;G;2012K4;80;420
101;G;2012K4;81;421
101;G;2012K4;82;367
101;G;2012K4;83;313
101;G;2012K4;84;290
101;G;2012K4;85;260
101;G;2012K4;86;195
101;G;2012K4;87;186
101;G;2012K4;88;174
101;G;2012K4;89;107
101;G;2012K4;90;107
101;G;2012K4;91;65
101;G;2012K4;92;56
101;G;2012K4;93;29
101;G;2012K4;94;25
101;G;2012K4;95;16
101;G;2012K4;96;8
101;G;2012K4;97;2
101;G;2012K4;98;5
101;G;2012K4;99;1
101;G;2012K4;100;3
101;G;2012K4;101;0
101;G;2012K4;102;0
101;G;2012K4;103;0
101;G;2012K4;104;0
101;G;2012K4;105;0
101;G;2012K4;106;0
101;G;2012K4;107;0
101;G;2012K4;108;0
101;G;2012K4;109;0
101;G;2012K4;110;0
101;G;2012K4;111;0
101;G;2012K4;112;0
101;G;2012K4;113;0
101;G;2012K4;114;0
101;G;2012K4;115;0
101;G;2012K4;116;0
101;G;2012K4;117;0
101;G;2012K4;118;0
101;G;2012K4;119;0
101;G;2012K4;120;0
101;G;2012K4;121;0
101;G;2012K4;122;0
101;G;2012K4;123;0
101;G;2012K4;124;0
101;G;2012K4;125;0
101;G;2013K1;IALT;138132
101;G;2013K1;0;0
101;G;2013K1;1;0
101;G;2013K1;2;0
101;G;2013K1;3;0
101;G;2013K1;4;0
101;G;2013K1;5;0
101;G;2013K1;6;0
101;G;2013K1;7;0
101;G;2013K1;8;0
101;G;2013K1;9;0
101;G;2013K1;10;0
101;G;2013K1;11;0
101;G;2013K1;12;0
101;G;2013K1;13;0
101;G;2013K1;14;0
101;G;2013K1;15;0
101;G;2013K1;16;1
101;G;2013K1;17;0
101;G;2013K1;18;12
101;G;2013K1;19;24
101;G;2013K1;20;58
101;G;2013K1;21;143
101;G;2013K1;22;189
101;G;2013K1;23;342
101;G;2013K1;24;616
101;G;2013K1;25;854
101;G;2013K1;26;1100
101;G;2013K1;27;1592
101;G;2013K1;28;2058
101;G;2013K1;29;2441
101;G;2013K1;30;2967
101;G;2013K1;31;3233
101;G;2013K1;32;3641
101;G;2013K1;33;3831
101;G;2013K1;34;4104
101;G;2013K1;35;4041
101;G;2013K1;36;4052
101;G;2013K1;37;4244
101;G;2013K1;38;4119
101;G;2013K1;39;3891
101;G;2013K1;40;3767
101;G;2013K1;41;3574
101;G;2013K1;42;3361
101;G;2013K1;43;3168
101;G;2013K1;44;3185
101;G;2013K1;45;3132
101;G;2013K1;46;3246
101;G;2013K1;47;3104
101;G;2013K1;48;3108
101;G;2013K1;49;2852
101;G;2013K1;50;2670
101;G;2013K1;51;2626
101;G;2013K1;52;2628
101;G;2013K1;53;2480
101;G;2013K1;54;2430
101;G;2013K1;55;2420
101;G;2013K1;56;2439
101;G;2013K1;57;2354
101;G;2013K1;58;2312
101;G;2013K1;59;2365
101;G;2013K1;60;2230
101;G;2013K1;61;2202
101;G;2013K1;62;2235
101;G;2013K1;63;2100
101;G;2013K1;64;2203
101;G;2013K1;65;2303
101;G;2013K1;66;2202
101;G;2013K1;67;2051
101;G;2013K1;68;1860
101;G;2013K1;69;1725
101;G;2013K1;70;1528
101;G;2013K1;71;1240
101;G;2013K1;72;1156
101;G;2013K1;73;1091
101;G;2013K1;74;918
101;G;2013K1;75;739
101;G;2013K1;76;724
101;G;2013K1;77;706
101;G;2013K1;78;573
101;G;2013K1;79;519
101;G;2013K1;80;437
101;G;2013K1;81;404
101;G;2013K1;82;362
101;G;2013K1;83;331
101;G;2013K1;84;287
101;G;2013K1;85;263
101;G;2013K1;86;190
101;G;2013K1;87;167
101;G;2013K1;88;180
101;G;2013K1;89;105
101;G;2013K1;90;111
101;G;2013K1;91;74
101;G;2013K1;92;52
101;G;2013K1;93;30
101;G;2013K1;94;22
101;G;2013K1;95;20
101;G;2013K1;96;6
101;G;2013K1;97;4
101;G;2013K1;98;2
101;G;2013K1;99;2
101;G;2013K1;100;3
101;G;2013K1;101;1
101;G;2013K1;102;0
101;G;2013K1;103;0
101;G;2013K1;104;0
101;G;2013K1;105;0
101;G;2013K1;106;0
101;G;2013K1;107;0
101;G;2013K1;108;0
101;G;2013K1;109;0
101;G;2013K1;110;0
101;G;2013K1;111;0
101;G;2013K1;112;0
101;G;2013K1;113;0
101;G;2013K1;114;0
101;G;2013K1;115;0
101;G;2013K1;116;0
101;G;2013K1;117;0
101;G;2013K1;118;0
101;G;2013K1;119;0
101;G;2013K1;120;0
101;G;2013K1;121;0
101;G;2013K1;122;0
101;G;2013K1;123;0
101;G;2013K1;124;0
101;G;2013K1;125;0
101;G;2013K2;IALT;137542
101;G;2013K2;0;0
101;G;2013K2;1;0
101;G;2013K2;2;0
101;G;2013K2;3;0
101;G;2013K2;4;0
101;G;2013K2;5;0
101;G;2013K2;6;0
101;G;2013K2;7;0
101;G;2013K2;8;0
101;G;2013K2;9;0
101;G;2013K2;10;0
101;G;2013K2;11;0
101;G;2013K2;12;0
101;G;2013K2;13;0
101;G;2013K2;14;0
101;G;2013K2;15;0
101;G;2013K2;16;0
101;G;2013K2;17;0
101;G;2013K2;18;12
101;G;2013K2;19;22
101;G;2013K2;20;56
101;G;2013K2;21;138
101;G;2013K2;22;186
101;G;2013K2;23;329
101;G;2013K2;24;594
101;G;2013K2;25;816
101;G;2013K2;26;1064
101;G;2013K2;27;1558
101;G;2013K2;28;1951
101;G;2013K2;29;2406
101;G;2013K2;30;2811
101;G;2013K2;31;3212
101;G;2013K2;32;3535
101;G;2013K2;33;3846
101;G;2013K2;34;3953
101;G;2013K2;35;4071
101;G;2013K2;36;3998
101;G;2013K2;37;4132
101;G;2013K2;38;4105
101;G;2013K2;39;3944
101;G;2013K2;40;3771
101;G;2013K2;41;3630
101;G;2013K2;42;3335
101;G;2013K2;43;3157
101;G;2013K2;44;3142
101;G;2013K2;45;3165
101;G;2013K2;46;3175
101;G;2013K2;47;3167
101;G;2013K2;48;3012
101;G;2013K2;49;2971
101;G;2013K2;50;2665
101;G;2013K2;51;2655
101;G;2013K2;52;2635
101;G;2013K2;53;2438
101;G;2013K2;54;2521
101;G;2013K2;55;2406
101;G;2013K2;56;2359
101;G;2013K2;57;2377
101;G;2013K2;58;2323
101;G;2013K2;59;2376
101;G;2013K2;60;2231
101;G;2013K2;61;2179
101;G;2013K2;62;2198
101;G;2013K2;63;2161
101;G;2013K2;64;2101
101;G;2013K2;65;2300
101;G;2013K2;66;2217
101;G;2013K2;67;2057
101;G;2013K2;68;1897
101;G;2013K2;69;1797
101;G;2013K2;70;1582
101;G;2013K2;71;1281
101;G;2013K2;72;1153
101;G;2013K2;73;1107
101;G;2013K2;74;930
101;G;2013K2;75;764
101;G;2013K2;76;734
101;G;2013K2;77;710
101;G;2013K2;78;569
101;G;2013K2;79;528
101;G;2013K2;80;435
101;G;2013K2;81;393
101;G;2013K2;82;358
101;G;2013K2;83;335
101;G;2013K2;84;277
101;G;2013K2;85;255
101;G;2013K2;86;185
101;G;2013K2;87;171
101;G;2013K2;88;178
101;G;2013K2;89;116
101;G;2013K2;90;89
101;G;2013K2;91;88
101;G;2013K2;92;55
101;G;2013K2;93;31
101;G;2013K2;94;26
101;G;2013K2;95;19
101;G;2013K2;96;6
101;G;2013K2;97;5
101;G;2013K2;98;1
101;G;2013K2;99;2
101;G;2013K2;100;2
101;G;2013K2;101;0
101;G;2013K2;102;0
101;G;2013K2;103;0
101;G;2013K2;104;0
101;G;2013K2;105;0
101;G;2013K2;106;0
101;G;2013K2;107;0
101;G;2013K2;108;0
101;G;2013K2;109;0
101;G;2013K2;110;0
101;G;2013K2;111;0
101;G;2013K2;112;0
101;G;2013K2;113;0
101;G;2013K2;114;0
101;G;2013K2;115;0
101;G;2013K2;116;0
101;G;2013K2;117;0
101;G;2013K2;118;0
101;G;2013K2;119;0
101;G;2013K2;120;0
101;G;2013K2;121;0
101;G;2013K2;122;0
101;G;2013K2;123;0
101;G;2013K2;124;0
101;G;2013K2;125;0
101;G;2013K3;IALT;137917
101;G;2013K3;0;0
101;G;2013K3;1;0
101;G;2013K3;2;0
101;G;2013K3;3;0
101;G;2013K3;4;0
101;G;2013K3;5;0
101;G;2013K3;6;0
101;G;2013K3;7;0
101;G;2013K3;8;0
101;G;2013K3;9;0
101;G;2013K3;10;0
101;G;2013K3;11;0
101;G;2013K3;12;0
101;G;2013K3;13;0
101;G;2013K3;14;0
101;G;2013K3;15;0
101;G;2013K3;16;0
101;G;2013K3;17;0
101;G;2013K3;18;10
101;G;2013K3;19;28
101;G;2013K3;20;59
101;G;2013K3;21;111
101;G;2013K3;22;190
101;G;2013K3;23;313
101;G;2013K3;24;569
101;G;2013K3;25;808
101;G;2013K3;26;1092
101;G;2013K3;27;1520
101;G;2013K3;28;1969
101;G;2013K3;29;2450
101;G;2013K3;30;2799
101;G;2013K3;31;3195
101;G;2013K3;32;3490
101;G;2013K3;33;3796
101;G;2013K3;34;3968
101;G;2013K3;35;4124
101;G;2013K3;36;3904
101;G;2013K3;37;4185
101;G;2013K3;38;4132
101;G;2013K3;39;3976
101;G;2013K3;40;3790
101;G;2013K3;41;3700
101;G;2013K3;42;3353
101;G;2013K3;43;3276
101;G;2013K3;44;3064
101;G;2013K3;45;3178
101;G;2013K3;46;3090
101;G;2013K3;47;3226
101;G;2013K3;48;3065
101;G;2013K3;49;2975
101;G;2013K3;50;2741
101;G;2013K3;51;2650
101;G;2013K3;52;2599
101;G;2013K3;53;2446
101;G;2013K3;54;2531
101;G;2013K3;55;2442
101;G;2013K3;56;2369
101;G;2013K3;57;2346
101;G;2013K3;58;2338
101;G;2013K3;59;2293
101;G;2013K3;60;2297
101;G;2013K3;61;2166
101;G;2013K3;62;2217
101;G;2013K3;63;2155
101;G;2013K3;64;2101
101;G;2013K3;65;2216
101;G;2013K3;66;2249
101;G;2013K3;67;2068
101;G;2013K3;68;1961
101;G;2013K3;69;1785
101;G;2013K3;70;1621
101;G;2013K3;71;1357
101;G;2013K3;72;1150
101;G;2013K3;73;1084
101;G;2013K3;74;966
101;G;2013K3;75;796
101;G;2013K3;76;726
101;G;2013K3;77;716
101;G;2013K3;78;590
101;G;2013K3;79;508
101;G;2013K3;80;470
101;G;2013K3;81;370
101;G;2013K3;82;367
101;G;2013K3;83;323
101;G;2013K3;84;270
101;G;2013K3;85;240
101;G;2013K3;86;199
101;G;2013K3;87;177
101;G;2013K3;88;155
101;G;2013K3;89;122
101;G;2013K3;90;93
101;G;2013K3;91;91
101;G;2013K3;92;54
101;G;2013K3;93;38
101;G;2013K3;94;25
101;G;2013K3;95;13
101;G;2013K3;96;11
101;G;2013K3;97;5
101;G;2013K3;98;3
101;G;2013K3;99;1
101;G;2013K3;100;1
101;G;2013K3;101;0
101;G;2013K3;102;0
101;G;2013K3;103;0
101;G;2013K3;104;0
101;G;2013K3;105;0
101;G;2013K3;106;0
101;G;2013K3;107;0
101;G;2013K3;108;0
101;G;2013K3;109;0
101;G;2013K3;110;0
101;G;2013K3;111;0
101;G;2013K3;112;0
101;G;2013K3;113;0
101;G;2013K3;114;0
101;G;2013K3;115;0
101;G;2013K3;116;0
101;G;2013K3;117;0
101;G;2013K3;118;0
101;G;2013K3;119;0
101;G;2013K3;120;0
101;G;2013K3;121;0
101;G;2013K3;122;0
101;G;2013K3;123;0
101;G;2013K3;124;0
101;G;2013K3;125;0
101;G;2013K4;IALT;139664
101;G;2013K4;0;0
101;G;2013K4;1;0
101;G;2013K4;2;0
101;G;2013K4;3;0
101;G;2013K4;4;0
101;G;2013K4;5;0
101;G;2013K4;6;0
101;G;2013K4;7;0
101;G;2013K4;8;0
101;G;2013K4;9;0
101;G;2013K4;10;0
101;G;2013K4;11;0
101;G;2013K4;12;0
101;G;2013K4;13;0
101;G;2013K4;14;0
101;G;2013K4;15;0
101;G;2013K4;16;0
101;G;2013K4;17;1
101;G;2013K4;18;9
101;G;2013K4;19;23
101;G;2013K4;20;69
101;G;2013K4;21;116
101;G;2013K4;22;229
101;G;2013K4;23;284
101;G;2013K4;24;580
101;G;2013K4;25;843
101;G;2013K4;26;1220
101;G;2013K4;27;1549
101;G;2013K4;28;2113
101;G;2013K4;29;2546
101;G;2013K4;30;2919
101;G;2013K4;31;3275
101;G;2013K4;32;3543
101;G;2013K4;33;3866
101;G;2013K4;34;3954
101;G;2013K4;35;4165
101;G;2013K4;36;4036
101;G;2013K4;37;4147
101;G;2013K4;38;4142
101;G;2013K4;39;4082
101;G;2013K4;40;3829
101;G;2013K4;41;3751
101;G;2013K4;42;3400
101;G;2013K4;43;3340
101;G;2013K4;44;3096
101;G;2013K4;45;3142
101;G;2013K4;46;3138
101;G;2013K4;47;3232
101;G;2013K4;48;3099
101;G;2013K4;49;3032
101;G;2013K4;50;2825
101;G;2013K4;51;2638
101;G;2013K4;52;2667
101;G;2013K4;53;2527
101;G;2013K4;54;2532
101;G;2013K4;55;2426
101;G;2013K4;56;2337
101;G;2013K4;57;2375
101;G;2013K4;58;2354
101;G;2013K4;59;2302
101;G;2013K4;60;2340
101;G;2013K4;61;2145
101;G;2013K4;62;2166
101;G;2013K4;63;2201
101;G;2013K4;64;2035
101;G;2013K4;65;2214
101;G;2013K4;66;2236
101;G;2013K4;67;2094
101;G;2013K4;68;1984
101;G;2013K4;69;1805
101;G;2013K4;70;1650
101;G;2013K4;71;1406
101;G;2013K4;72;1147
101;G;2013K4;73;1100
101;G;2013K4;74;996
101;G;2013K4;75;834
101;G;2013K4;76;704
101;G;2013K4;77;680
101;G;2013K4;78;635
101;G;2013K4;79;524
101;G;2013K4;80;457
101;G;2013K4;81;377
101;G;2013K4;82;370
101;G;2013K4;83;317
101;G;2013K4;84;265
101;G;2013K4;85;244
101;G;2013K4;86;215
101;G;2013K4;87;158
101;G;2013K4;88;149
101;G;2013K4;89;137
101;G;2013K4;90;80
101;G;2013K4;91;92
101;G;2013K4;92;53
101;G;2013K4;93;43
101;G;2013K4;94;22
101;G;2013K4;95;15
101;G;2013K4;96;11
101;G;2013K4;97;6
101;G;2013K4;98;3
101;G;2013K4;99;1
101;G;2013K4;100;0
101;G;2013K4;101;0
101;G;2013K4;102;0
101;G;2013K4;103;0
101;G;2013K4;104;0
101;G;2013K4;105;0
101;G;2013K4;106;0
101;G;2013K4;107;0
101;G;2013K4;108;0
101;G;2013K4;109;0
101;G;2013K4;110;0
101;G;2013K4;111;0
101;G;2013K4;112;0
101;G;2013K4;113;0
101;G;2013K4;114;0
101;G;2013K4;115;0
101;G;2013K4;116;0
101;G;2013K4;117;0
101;G;2013K4;118;0
101;G;2013K4;119;0
101;G;2013K4;120;0
101;G;2013K4;121;0
101;G;2013K4;122;0
101;G;2013K4;123;0
101;G;2013K4;124;0
101;G;2013K4;125;0
101;G;2014K1;IALT;138830
101;G;2014K1;0;0
101;G;2014K1;1;0
101;G;2014K1;2;0
101;G;2014K1;3;0
101;G;2014K1;4;0
101;G;2014K1;5;0
101;G;2014K1;6;0
101;G;2014K1;7;0
101;G;2014K1;8;0
101;G;2014K1;9;0
101;G;2014K1;10;0
101;G;2014K1;11;0
101;G;2014K1;12;0
101;G;2014K1;13;0
101;G;2014K1;14;0
101;G;2014K1;15;0
101;G;2014K1;16;0
101;G;2014K1;17;2
101;G;2014K1;18;7
101;G;2014K1;19;28
101;G;2014K1;20;63
101;G;2014K1;21;119
101;G;2014K1;22;229
101;G;2014K1;23;282
101;G;2014K1;24;510
101;G;2014K1;25;864
101;G;2014K1;26;1153
101;G;2014K1;27;1488
101;G;2014K1;28;2058
101;G;2014K1;29;2516
101;G;2014K1;30;2791
101;G;2014K1;31;3207
101;G;2014K1;32;3486
101;G;2014K1;33;3791
101;G;2014K1;34;3894
101;G;2014K1;35;4107
101;G;2014K1;36;4052
101;G;2014K1;37;3974
101;G;2014K1;38;4136
101;G;2014K1;39;4088
101;G;2014K1;40;3858
101;G;2014K1;41;3682
101;G;2014K1;42;3507
101;G;2014K1;43;3286
101;G;2014K1;44;3093
101;G;2014K1;45;3089
101;G;2014K1;46;3117
101;G;2014K1;47;3236
101;G;2014K1;48;3096
101;G;2014K1;49;3069
101;G;2014K1;50;2861
101;G;2014K1;51;2655
101;G;2014K1;52;2589
101;G;2014K1;53;2606
101;G;2014K1;54;2453
101;G;2014K1;55;2403
101;G;2014K1;56;2397
101;G;2014K1;57;2387
101;G;2014K1;58;2332
101;G;2014K1;59;2274
101;G;2014K1;60;2329
101;G;2014K1;61;2183
101;G;2014K1;62;2160
101;G;2014K1;63;2182
101;G;2014K1;64;2025
101;G;2014K1;65;2149
101;G;2014K1;66;2246
101;G;2014K1;67;2140
101;G;2014K1;68;1987
101;G;2014K1;69;1804
101;G;2014K1;70;1671
101;G;2014K1;71;1454
101;G;2014K1;72;1174
101;G;2014K1;73;1093
101;G;2014K1;74;1029
